date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:39:57	2306/2306	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dca0ffe47071fb33643cea7919ce6e58%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-runtime.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-runtime.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:39:58	151/151	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e736e189edb5d0d9d5b8e7f23dd9114a%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-app.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-app.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:39:59	162/162	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d790b2d0b1dcafc003d54f28b46e47e%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-promise-polyfill.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-promise-polyfill.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:40:01	163/163	---MCZ	200	added ('OK')	application/javascript	etag:W/%22958203f229b25ae49c07317d6f988be4%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-iterator-polyfill.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-iterator-polyfill.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:40:01	162/162	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b242ef5a206b33e3303c43963a6f22%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-entries-polyfill.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-entries-polyfill.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:40:02	346/346	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bcec2a702735da1e44f504827c8ffb8%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-event-polyfill.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-event-polyfill.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:40:03	166/166	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b92b11bd617fc3c0bc031533f22b6fea%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-object-values-polyfill.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-object-values-polyfill.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:40:04	173/173	---MCZ	200	added ('OK')	application/javascript	etag:W/%22effae9591bd0378fc02614a21c92a90c%22	https://embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-arr-find-polyfill.js	/home/nyuydinebill/My%20Web%20Sites/test-site/embed.tawk.to/_s/v4/app/66909c6d5c9/js/twk-arr-find-polyfill.js	(from https://embed.tawk.to/661e633d1ec1082f04e2fdef/1hrjb7avs)
07:40:06	78627/78627	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2006:10:04%20GMT	https://techslideitsolutions.com/digital-marketing-company/e.src	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/digital-marketing-company/e.85.delayed	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:08	12789/12789	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Jul%202024%2011:10:18%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/elementor/css/post-10954.css?ver=1720609818	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/elementor/css/post-1095429ed.css	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:08	78627/78627	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2006:10:05%20GMT	https://techslideitsolutions.com/digital-marketing-company/Firefox/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/digital-marketing-company/Firefox/index.html	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:09	45174/45174	---MCZ	200	added ('OK')	application/json	date:Tue,%2006%20Aug%202024%2006:10:07%20GMT	https://techslideitsolutions.com/wp-json/wp/v2/pages/10954	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/wp-json/wp/v2/pages/10954.json	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:10	2239/2239	---M-Z	200	added ('OK')	application/json	date:Tue,%2006%20Aug%202024%2006:10:08%20GMT	https://techslideitsolutions.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechslideitsolutions.com%2Fdigital-marketing-company%2F	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/wp-json/oembed/1.0/embed4486.json	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Aug%202024%2006:10:08%20GMT	https://techslideitsolutions.com/?p=10954	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/index7471.html	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:11	2396/2396	---M-Z	200	added ('OK')	text/xml	date:Tue,%2006%20Aug%202024%2006:10:09%20GMT	https://techslideitsolutions.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechslideitsolutions.com%2Fdigital-marketing-company%2F&format=xml	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/wp-json/oembed/1.0/embed527a	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:13	459/459	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226163f251-1cb%22	https://consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/triangle_for_slide_5.svg	/home/nyuydinebill/My%20Web%20Sites/test-site/consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/triangle_for_slide_5.svg	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:14	886/886	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226163f24e-376%22	https://consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/triangle_for_slide_4.svg	/home/nyuydinebill/My%20Web%20Sites/test-site/consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/triangle_for_slide_4.svg	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:14	682/682	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226152b6b9-2aa%22	https://consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/manchester-heading-triangle-1.svg	/home/nyuydinebill/My%20Web%20Sites/test-site/consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/manchester-heading-triangle-1.svg	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:16	1981/1981	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22615ffec7-7bd%22	https://consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/manchester_inner_triangle-1.svg	/home/nyuydinebill/My%20Web%20Sites/test-site/consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/manchester_inner_triangle-1.svg	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:17	1585/1585	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22615ffec7-631%22	https://consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/manchester_inner_circle.svg	/home/nyuydinebill/My%20Web%20Sites/test-site/consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/manchester_inner_circle.svg	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:18	1052/1052	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22612628d8-41c%22	https://consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/circuit_transparent.svg	/home/nyuydinebill/My%20Web%20Sites/test-site/consulting.stylemixthemes.com/demo/wp-content/uploads/2021/svg/circuit_transparent.svg	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:19	2414/2414	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Jul%202024%2011:10:18%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/cache/min/1/wp-content/themes/consulting/assets/css/owl.carousel.css?ver=1720609818	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/cache/min/1/wp-content/themes/consulting/assets/css/owl.carousel29ed.css	(from https://techslideitsolutions.com/digital-marketing-company/)
07:40:20	78627/78627	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2006:10:18%20GMT	https://techslideitsolutions.com/blog/e.src	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/blog/e.91.delayed	(from https://techslideitsolutions.com/blog/)
07:40:20	112419/112419	---MCZ	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202024%2022:24:41%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-includes/css/dist/block-library/style.min.css?ver=6.6.1	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-includes/css/dist/block-library/style.minb6a4.css	(from https://techslideitsolutions.com/blog/)
07:40:22	195821/195821	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202024%2013:15:52%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/08/Techslides-Featured-image-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/08/Techslides-Featured-image-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:22	78627/78627	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2006:10:20%20GMT	https://techslideitsolutions.com/blog/Firefox/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/blog/Firefox/index.html	(from https://techslideitsolutions.com/blog/)
07:40:23	169126/169126	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2003:44:20%20GMT	https://techslideitsolutions.com/blog/page/2/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/blog/page/2/index.html	(from https://techslideitsolutions.com/blog/)
07:40:23	231735/231735	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2013:23:39%20GMT	https://techslideitsolutions.com/how-the-best-web-development-company-in-tamilnadu-incorporates-the-latest-trends-for-enhanced-user-experience/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/how-the-best-web-development-company-in-tamilnadu-incorporates-the-latest-trends-for-enhanced-user-experience/index.html	(from https://techslideitsolutions.com/blog/)
07:40:23	232395/232395	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2003:44:22%20GMT	https://techslideitsolutions.com/is-your-business-falling-behind-the-benefits-of-partnering-with-a-digital-marketing-agency/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/is-your-business-falling-behind-the-benefits-of-partnering-with-a-digital-marketing-agency/index.html	(from https://techslideitsolutions.com/blog/)
07:40:24	231834/231834	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2007:31:01%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/08/Techslides-Featured-img-1-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/08/Techslides-Featured-img-1-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:25	119547/119547	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jul%202024%2008:27:46%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/07/Tech-fear-img-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/07/Tech-fear-img-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:25	232063/232063	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:49:48%20GMT	https://techslideitsolutions.com/achieving-industry-leadership-the-best-web-development-company-and-its-top-web-design-services/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/achieving-industry-leadership-the-best-web-development-company-and-its-top-web-design-services/index.html	(from https://techslideitsolutions.com/blog/)
07:40:25	63083/63083	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Jul%202024%2012:50:03%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/07/Featured-img-tech-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/07/Featured-img-tech-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:26	235509/235509	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:49:40%20GMT	https://techslideitsolutions.com/empower-your-brand-future-trends-in-digital-marketing-from-top-digital-marketing-companies/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/empower-your-brand-future-trends-in-digital-marketing-from-top-digital-marketing-companies/index.html	(from https://techslideitsolutions.com/blog/)
07:40:27	185079/185079	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202024%2007:27:23%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslids-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslids-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:27	235346/235346	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:49:56%20GMT	https://techslideitsolutions.com/content-marketing-strategies-to-earn-consumer-trust-tips-from-a-top-digital-marketing-company-in-tamilnadu/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/content-marketing-strategies-to-earn-consumer-trust-tips-from-a-top-digital-marketing-company-in-tamilnadu/index.html	(from https://techslideitsolutions.com/blog/)
07:40:27	65961/65961	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Jun%202024%2010:11:40%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslides-featured-img-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslides-featured-img-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:28	232358/232358	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2018:41:37%20GMT	https://techslideitsolutions.com/why-tamilnadus-leading-web-design-and-digital-marketing-agencies-are-essential-for-your-business/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/why-tamilnadus-leading-web-design-and-digital-marketing-agencies-are-essential-for-your-business/index.html	(from https://techslideitsolutions.com/blog/)
07:40:28	52497/52497	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Jun%202024%2008:35:32%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslids-feature-img-1024x550.jpg	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslids-feature-img-1024x550.jpg	(from https://techslideitsolutions.com/blog/)
07:40:29	233553/233553	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:48:16%20GMT	https://techslideitsolutions.com/empowering-startups-with-premier-digital-marketing/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/empowering-startups-with-premier-digital-marketing/index.html	(from https://techslideitsolutions.com/blog/)
07:40:30	203322/203322	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Jun%202024%2006:32:58%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslideit-featured-img-1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslideit-featured-img-1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:30	231565/231565	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:12%20GMT	https://techslideitsolutions.com/find-the-best-web-development-company-in-tamilnadu-to-boost-your-online-presence-and-get-the-best-web-design-services/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/find-the-best-web-development-company-in-tamilnadu-to-boost-your-online-presence-and-get-the-best-web-design-services/index.html	(from https://techslideitsolutions.com/blog/)
07:40:31	264951/264951	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jun%202024%2008:16:17%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslide--1024x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2024/06/techslide--1024x550.png	(from https://techslideitsolutions.com/blog/)
07:40:31	235787/235787	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:08%20GMT	https://techslideitsolutions.com/increase-your-online-revenue-with-global-sales-tactics-and-local-feels-tips-from-a-digital-marketing-company/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/increase-your-online-revenue-with-global-sales-tactics-and-local-feels-tips-from-a-digital-marketing-company/index.html	(from https://techslideitsolutions.com/blog/)
07:40:32	127036/127036	---M--	200	added ('OK')	image/png	date:Sat,%2009%20Sep%202023%2010:29:27%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2023/09/Top-6-SEO-Tips-1110x550.png	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2023/09/Top-6-SEO-Tips-1110x550.png	(from https://techslideitsolutions.com/blog/)
07:40:32	228801/228801	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:49:16%20GMT	https://techslideitsolutions.com/unlock-the-power-of-seo-top-6-tips-every-marketer-needs-to-know/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/unlock-the-power-of-seo-top-6-tips-every-marketer-needs-to-know/index.html	(from https://techslideitsolutions.com/blog/)
07:40:32	66411/66411	---M--	200	added ('OK')	image/gif	date:Sat,%2006%20May%202023%2013:03:01%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2022/04/placeholder.gif	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2022/04/placeholder.gif	(from https://techslideitsolutions.com/blog/)
07:40:33	5849/5849	---M--	200	added ('OK')	image/gif	date:Sat,%2006%20May%202023%2013:06:02%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2022/04/placeholder-150x150.gif	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/2022/04/placeholder-150x150.gif	(from https://techslideitsolutions.com/blog/)
07:40:33	227545/227545	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2022:16:15%20GMT	https://techslideitsolutions.com/category/seo/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/category/seo/index.html	(from https://techslideitsolutions.com/blog/)
07:40:34	237097/237097	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2000:24:33%20GMT	https://techslideitsolutions.com/category/technology/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/category/technology/index.html	(from https://techslideitsolutions.com/blog/)
07:40:34	219248/219248	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:00%20GMT	https://techslideitsolutions.com/category/web-development/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/category/web-development/index.html	(from https://techslideitsolutions.com/blog/)
07:40:34	232187/232187	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:51:12%20GMT	https://techslideitsolutions.com/2024/07/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/2024/07/index.html	(from https://techslideitsolutions.com/blog/)
07:40:34	232335/232335	---M-Z	200	added ('OK')	text/html	date:Mon,%2005%20Aug%202024%2021:59:15%20GMT	https://techslideitsolutions.com/2024/08/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/2024/08/index.html	(from https://techslideitsolutions.com/blog/)
07:40:34	237805/237805	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:02:30%20GMT	https://techslideitsolutions.com/2024/06/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/2024/06/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	232397/232397	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:51:00%20GMT	https://techslideitsolutions.com/2023/07/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/2023/07/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	229448/229448	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:51:04%20GMT	https://techslideitsolutions.com/2023/09/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/2023/09/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	229605/229605	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:56%20GMT	https://techslideitsolutions.com/2023/02/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/2023/02/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	222712/222712	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:48:28%20GMT	https://techslideitsolutions.com/tag/best-seo-strategies-for-your-small-business/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/best-seo-strategies-for-your-small-business/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	222427/222427	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:49:28%20GMT	https://techslideitsolutions.com/tag/best-seo-agency-in-india/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/best-seo-agency-in-india/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	219911/219911	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2012:05:14%20GMT	https://techslideitsolutions.com/tag/best-digital-marketing-company-in-tamilnadu/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/best-digital-marketing-company-in-tamilnadu/index.html	(from https://techslideitsolutions.com/blog/)
07:40:35	224486/224486	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:48:48%20GMT	https://techslideitsolutions.com/tag/best-digital-marketing-agency-in-tamilnadu/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/best-digital-marketing-agency-in-tamilnadu/index.html	(from https://techslideitsolutions.com/blog/)
07:40:36	219087/219087	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:48:12%20GMT	https://techslideitsolutions.com/tag/best-social-media-marketing-service/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/best-social-media-marketing-service/index.html	(from https://techslideitsolutions.com/blog/)
07:40:36	222961/222961	---M-Z	200	added ('OK')	text/html	date:Tue,%2006%20Aug%202024%2000:21:57%20GMT	https://techslideitsolutions.com/tag/best-web-development-company/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/best-web-development-company/index.html	(from https://techslideitsolutions.com/blog/)
07:40:36	226941/226941	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2021:25:52%20GMT	https://techslideitsolutions.com/tag/digital-marketing-company/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/digital-marketing-company/index.html	(from https://techslideitsolutions.com/blog/)
07:40:36	222202/222202	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:44%20GMT	https://techslideitsolutions.com/tag/local-seo/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/local-seo/index.html	(from https://techslideitsolutions.com/blog/)
07:40:36	224805/224805	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:04%20GMT	https://techslideitsolutions.com/tag/local-seo-strategies/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/local-seo-strategies/index.html	(from https://techslideitsolutions.com/blog/)
07:40:36	4024/4024	---MCZ	200	added ('OK')	text/css	date:Wed,%2010%20Jul%202024%2008:05:10%20GMT	https://bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/elementor/css/post-527.css?ver=1720598710	/home/nyuydinebill/My%20Web%20Sites/test-site/bunny-wp-pullzone-efjkxxbsas.b-cdn.net/wp-content/uploads/elementor/css/post-527861b.css	(from https://techslideitsolutions.com/blog/)
07:40:37	221873/221873	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2022:10:39%20GMT	https://techslideitsolutions.com/tag/seo-services/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/seo-services/index.html	(from https://techslideitsolutions.com/blog/)
07:40:37	218884/218884	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2022:00:20%20GMT	https://techslideitsolutions.com/tag/web-design-company/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/web-design-company/index.html	(from https://techslideitsolutions.com/blog/)
07:40:37	219328/219328	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:50:32%20GMT	https://techslideitsolutions.com/tag/seo-tricks-tips/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/seo-tricks-tips/index.html	(from https://techslideitsolutions.com/blog/)
07:40:37	219780/219780	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:48:08%20GMT	https://techslideitsolutions.com/tag/seo-plans-for-indian-small-business/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/seo-plans-for-indian-small-business/index.html	(from https://techslideitsolutions.com/blog/)
07:40:37	222068/222068	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Aug%202024%2023:49:32%20GMT	https://techslideitsolutions.com/tag/seo-service-for-wordpress/	/home/nyuydinebill/My%20Web%20Sites/test-site/techslideitsolutions.com/tag/seo-service-for-wordpress/index.html	(from https://techslideitsolutions.com/blog/)
